掉落规则ID,单次掉落种类数量,可否暴击,可否重复,额外掉落,玩家经验,金币,钻石,竞技币,能量碎片,公会贡献,抽卡券,掉落1ID,掉落1概率,掉落1数量,掉落2ID,掉落2概率,掉落2数量,掉落3ID,掉落3概率,掉落3数量,掉落4ID,掉落4概率,掉落4数量,掉落5ID,掉落5概率,掉落5数量,掉落6ID,掉落6概率,掉落6数量,掉落7ID,掉落7概率,掉落7数量,掉落8ID,掉落8概率,掉落8数量,掉落9ID,掉落9概率,掉落9数量,掉落10ID,掉落10概率,掉落10数量,掉落11ID,掉落11概率,掉落11数量,掉落12ID,掉落12概率,掉落12数量,掉落13ID,掉落13概率,掉落13数量,掉落14ID,掉落14概率,掉落14数量,掉落15ID,掉落15概率,掉落15数量,掉落16ID,掉落16概率,掉落16数量,掉落17ID,掉落17概率,掉落17数量,掉落18ID,掉落18概率,掉落18数量,掉落19ID,掉落19概率,掉落19数量,掉落20ID,掉落20概率,掉落20数量,掉落21ID,掉落21概率,掉落21数量,掉落22ID,掉落22概率,掉落22数量,掉落23ID,掉落23概率,掉落23数量,掉落24ID,掉落24概率,掉落24数量,掉落25ID,掉落25概率,掉落25数量,掉落26ID,掉落26概率,掉落26数量,掉落27ID,掉落27概率,掉落27数量,掉落28ID,掉落28概率,掉落28数量,掉落29ID,掉落29概率,掉落29数量,掉落30ID,掉落30概率,掉落30数量
53214,[4+4],0,1,,[7+50+50],[1+11000+13000],,,,,,100001,1000,[13+13],100005,1700,[9+9],100004,1450,[6+7],100006,800,[5+5],100007,450,[2+3],120013,700,[23+24],120001,650,[12+13],120005,650,[12+13],50003,100,[18+18],50023,100,[18+18],50022,100,[18+18],50025,100,[18+18],50030,100,[18+18],50048,0,[13+13],50036,60,[13+13],50024,60,[13+13],50043,60,[13+13],50033,60,[13+13],50044,300,[4+4],50006,300,[4+4],50004,300,[4+4],50039,450,[4+4],50026,450,[4+4],,,,,,,,,,,,,,,,,,,,,
53301,[2+2],0,1,,[7+10+10],[1+1100+1300],,,,,,100003,500,[4+5],100002,1500,[2+3],100001,4000,[1+2],120013,700,[4+4],120001,650,[2+2],120005,650,[2+2],50029,500,[1+2],50031,500,[1+2],50001,500,[1+2],50002,500,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53302,[3+3],0,1,,[7+25+25],[1+2150+2650],,,,,,100003,250,[6+7],100002,750,[5+5],100001,1800,[3+3],100005,1900,[2+2],100004,600,[1+2],120013,700,[5+5],120001,650,[2+3],120005,650,[2+3],50029,275,[2+2],50031,275,[2+2],50001,275,[2+2],50002,275,[2+2],50016,180,[1+1],50032,180,[1+1],50035,180,[1+1],50008,180,[1+1],50009,180,[1+1],50044,234,[1+1],50006,233,[1+1],50004,233,[1+1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53303,[3+3],0,1,,[7+50+50],[1+3100+4100],,,,,,100002,300,[8+9],100001,1000,[4+5],100005,2200,[3+3],100004,1200,[2+2],100006,700,[1+2],120013,700,[13+13],120001,650,[6+7],120005,650,[6+7],50029,200,[7+8],50031,200,[7+8],50001,200,[7+8],50002,200,[7+8],50016,100,[5+5],50032,100,[5+5],50035,100,[5+5],50008,100,[5+5],50009,100,[5+5],50044,217,[2+3],50006,217,[2+3],50004,216,[2+3],50039,325,[2+3],50026,325,[2+3],,,,,,,,,,,,,,,,,,,,,,,,
53304,[4+4],0,1,,[7+50+50],[1+11000+13000],,,,,,100001,500,[13+13],100005,1200,[9+9],100004,2000,[6+7],100006,1100,[5+5],100007,600,[3+3],120013,700,[23+24],120001,650,[12+13],120005,650,[12+13],50029,125,[18+18],50031,125,[18+18],50001,125,[18+18],50002,125,[18+18],50016,60,[13+13],50032,60,[13+13],50035,60,[13+13],50008,60,[13+13],50009,60,[13+13],50044,300,[4+4],50006,300,[4+4],50004,300,[4+4],50039,450,[4+4],50026,450,[4+4],,,,,,,,,,,,,,,,,,,,,,,,
53311,[2+2],0,1,,[7+10+10],[1+1100+1300],,,,,,100003,500,[4+5],100002,1500,[2+3],100001,4000,[1+2],120013,700,[4+4],120001,650,[2+2],120005,650,[2+2],50003,400,[1+2],50023,400,[1+2],50022,400,[1+2],50025,400,[1+2],50030,400,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53312,[3+3],0,1,,[7+25+25],[1+2150+2650],,,,,,100003,250,[6+7],100002,750,[5+5],100001,1800,[3+3],100005,1900,[2+2],100004,600,[1+2],120013,700,[5+5],120001,650,[2+3],120005,650,[2+3],50003,220,[2+2],50023,220,[2+2],50022,220,[2+2],50025,220,[2+2],50030,220,[2+2],50048,0,[1+1],50036,180,[1+1],50024,180,[1+1],50043,180,[1+1],50033,180,[1+1],50044,234,[1+1],50006,233,[1+1],50004,233,[1+1],,,,,,,,,,,,,,,,,,,,,,,,,,,
53313,[3+3],0,1,,[7+50+50],[1+3100+4100],,,,,,100002,300,[8+9],100001,1000,[4+5],100005,2200,[3+3],100004,1200,[2+2],100006,700,[1+2],120013,700,[13+13],120001,650,[6+7],120005,650,[6+7],50003,160,[7+8],50023,160,[7+8],50022,160,[7+8],50025,160,[7+8],50030,160,[7+8],50048,0,[5+5],50036,100,[5+5],50024,100,[5+5],50043,100,[5+5],50033,100,[5+5],50044,217,[2+3],50006,217,[2+3],50004,216,[2+3],50039,325,[2+3],50026,325,[2+3],,,,,,,,,,,,,,,,,,,,,
53314,[4+4],0,1,,[7+50+50],[1+11000+13000],,,,,,100001,500,[13+13],100005,1200,[9+9],100004,2000,[6+7],100006,1100,[5+5],100007,600,[3+3],120013,700,[23+24],120001,650,[12+13],120005,650,[12+13],50003,100,[18+18],50023,100,[18+18],50022,100,[18+18],50025,100,[18+18],50030,100,[18+18],50048,0,[13+13],50036,60,[13+13],50024,60,[13+13],50043,60,[13+13],50033,60,[13+13],50044,300,[4+4],50006,300,[4+4],50004,300,[4+4],50039,450,[4+4],50026,450,[4+4],,,,,,,,,,,,,,,,,,,,,
54001,[2+2],0,1,,[7+10+10],[1+1200+1400],,,,,,100003,3000,[5+5],100002,2000,[3+3],100001,1000,[1+2],120013,700,[4+5],120001,650,[2+2],120005,650,[2+2],50029,400,[1+2],50031,400,[1+2],50001,400,[1+2],50002,400,[1+2],50052,0,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54002,[3+3],0,1,,[7+25+25],[1+2350+2850],,,,,,100003,2200,[7+7],100002,2000,[6+6],100001,700,[3+4],100005,350,[1+2],100004,50,[1+2],120013,700,[5+6],120001,650,[3+3],120005,650,[3+3],50029,220,[2+3],50031,220,[2+3],50001,220,[2+3],50002,220,[2+3],50052,0,[2+3],50016,150,[1+1],50032,150,[1+1],50035,150,[1+1],50008,150,[1+1],50009,150,[1+1],50051,0,[1+1],50044,234,[1+1],50006,233,[1+1],50004,233,[1+1],,,,,,,,,,,,,,,,,,,,,,,,
54003,[3+3],0,1,,[7+50+50],[1+3400+4400],,,,,,100002,2000,[9+10],100001,2000,[4+5],100005,800,[3+3],100004,400,[2+2],100006,200,[1+2],120013,700,[14+15],120001,650,[7+7],120005,650,[7+7],50029,160,[8+9],50031,160,[8+9],50001,160,[8+9],50002,160,[8+9],50052,0,[8+9],50016,84,[6+6],50032,84,[6+6],50035,83,[6+6],50008,83,[6+6],50009,83,[6+6],50051,0,[6+6],50044,217,[2+3],50006,217,[2+3],50004,216,[2+3],50039,325,[2+3],50026,325,[2+3],,,,,,,,,,,,,,,,,,
54004,[4+4],0,1,,[7+50+50],[1+12000+14000],,,,,,100001,2500,[14+15],100005,1500,[8+9],100004,750,[6+6],100006,450,[4+5],100007,200,[3+3],120013,700,[26+26],120001,650,[13+14],120005,650,[13+14],50029,100,[20+20],50031,100,[20+20],50001,100,[20+20],50002,100,[20+20],50052,0,[20+20],50016,50,[14+15],50032,50,[14+15],50035,50,[14+15],50008,50,[14+15],50009,50,[14+15],50051,0,[14+15],50044,300,[4+5],50006,300,[4+5],50004,300,[4+5],50039,450,[4+5],50026,450,[4+5],,,,,,,,,,,,,,,,,,
54011,[2+2],0,1,,[7+10+10],[1+1200+1400],,,,,,100003,3000,[5+5],100002,2000,[3+3],100001,1000,[1+2],120013,700,[4+5],120001,650,[2+2],120005,650,[2+2],50003,400,[1+2],50023,400,[1+2],50022,400,[1+2],50025,400,[1+2],50030,400,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54012,[3+3],0,1,,[7+25+25],[1+2350+2850],,,,,,100003,2200,[7+7],100002,2000,[6+6],100001,700,[3+4],100005,350,[1+2],100004,50,[1+2],120013,700,[5+6],120001,650,[3+3],120005,650,[3+3],50003,220,[2+3],50023,220,[2+3],50022,220,[2+3],50025,220,[2+3],50030,220,[2+3],50048,0,[1+1],50036,150,[1+1],50024,150,[1+1],50043,150,[1+1],50033,150,[1+1],50015,150,[1+1],50027,234,[1+1],50018,233,[1+1],50017,233,[1+1],,,,,,,,,,,,,,,,,,,,,,,,
54013,[3+3],0,1,,[7+50+50],[1+3400+4400],,,,,,100002,2000,[9+10],100001,2000,[4+5],100005,800,[3+3],100004,400,[2+2],100006,200,[1+2],120013,700,[14+15],120001,650,[7+7],120005,650,[7+7],50003,160,[8+9],50023,160,[8+9],50022,160,[8+9],50025,160,[8+9],50030,160,[8+9],50048,0,[6+6],50036,84,[6+6],50024,83,[6+6],50043,83,[6+6],50033,83,[6+6],50015,83,[6+6],50027,217,[2+3],50018,217,[2+3],50017,216,[2+3],50050,0,[2+3],50005,325,[2+3],,,,,,,,,,,,,,,,,,
54014,[4+4],0,1,,[7+50+50],[1+12000+14000],,,,,,100001,2500,[14+15],100005,1500,[8+9],100004,750,[6+6],100006,450,[4+5],100007,200,[3+3],120013,700,[26+26],120001,650,[13+14],120005,650,[13+14],50003,160,[20+20],50023,160,[20+20],50022,160,[20+20],50025,160,[20+20],50030,160,[20+20],50048,0,[14+15],50036,84,[14+15],50024,83,[14+15],50043,83,[14+15],50033,83,[14+15],50015,83,[14+15],50027,217,[4+5],50018,217,[4+5],50017,216,[4+5],50050,0,[4+5],50005,325,[4+5],,,,,,,,,,,,,,,,,,
54101,[2+2],0,1,,[7+10+10],[1+1200+1400],,,,,,100003,1500,[5+5],100002,3000,[3+3],100001,1500,[1+2],120013,700,[4+5],120001,650,[2+2],120005,650,[2+2],50029,400,[1+2],50031,400,[1+2],50001,400,[1+2],50002,400,[1+2],50052,0,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54102,[3+3],0,1,,[7+25+25],[1+2350+2850],,,,,,100003,1200,[7+7],100002,2200,[6+6],100001,1200,[3+4],100005,550,[1+2],100004,150,[1+2],120013,700,[5+6],120001,650,[3+3],120005,650,[3+3],50029,220,[2+3],50031,220,[2+3],50001,220,[2+3],50002,220,[2+3],50052,0,[2+3],50016,150,[1+1],50032,150,[1+1],50035,150,[1+1],50008,150,[1+1],50009,150,[1+1],50051,0,[1+1],50044,234,[1+1],50006,233,[1+1],50004,233,[1+1],,,,,,,,,,,,,,,,,,,,,,,,
54103,[3+3],0,1,,[7+50+50],[1+3400+4400],,,,,,100002,1350,[9+10],100001,2000,[5+5],100005,1200,[3+3],100004,550,[2+2],100006,300,[1+2],120013,700,[14+15],120001,650,[7+7],120005,650,[7+7],50029,160,[8+9],50031,160,[8+9],50001,160,[8+9],50002,160,[8+9],50052,0,[8+9],50016,84,[6+6],50032,84,[6+6],50035,83,[6+6],50008,83,[6+6],50009,83,[6+6],50051,0,[6+6],50044,217,[2+3],50006,217,[2+3],50004,216,[2+3],50039,325,[2+3],50026,325,[2+3],,,,,,,,,,,,,,,,,,
54104,[4+4],0,1,,[7+50+50],[1+12000+14000],,,,,,100001,1750,[14+15],100005,1750,[10+10],100004,1000,[7+7],100006,600,[4+5],100007,300,[3+3],120013,700,[26+26],120001,650,[13+14],120005,650,[13+14],50029,100,[20+20],50031,100,[20+20],50001,100,[20+20],50002,100,[20+20],50052,0,[20+20],50016,50,[14+15],50032,50,[14+15],50035,50,[14+15],50008,50,[14+15],50009,50,[14+15],50051,0,[14+15],50044,300,[4+5],50006,300,[4+5],50004,300,[4+5],50039,450,[4+5],50026,450,[4+5],,,,,,,,,,,,,,,,,,
54111,[2+2],0,1,,[7+10+10],[1+1200+1400],,,,,,100003,1500,[5+5],100002,3000,[3+3],100001,1500,[1+2],120013,700,[4+5],120001,650,[2+2],120005,650,[2+2],50003,400,[1+2],50023,400,[1+2],50022,400,[1+2],50025,400,[1+2],50030,400,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54112,[3+3],0,1,,[7+25+25],[1+2350+2850],,,,,,100003,1200,[7+7],100002,2200,[6+6],100001,1200,[3+4],100005,550,[1+2],100004,150,[1+2],120013,700,[5+6],120001,650,[3+3],120005,650,[3+3],50003,220,[2+3],50023,220,[2+3],50022,220,[2+3],50025,220,[2+3],50030,220,[2+3],50048,0,[1+1],50036,150,[1+1],50024,150,[1+1],50043,150,[1+1],50033,150,[1+1],50015,150,[1+1],50027,234,[1+1],50018,233,[1+1],50017,233,[1+1],,,,,,,,,,,,,,,,,,,,,,,,
54113,[3+3],0,1,,[7+50+50],[1+3400+4400],,,,,,100002,1350,[9+10],100001,2000,[5+5],100005,1200,[3+3],100004,550,[2+2],100006,300,[1+2],120013,700,[14+15],120001,650,[7+7],120005,650,[7+7],50003,160,[8+9],50023,160,[8+9],50022,160,[8+9],50025,160,[8+9],50030,160,[8+9],50048,0,[6+6],50036,84,[6+6],50024,83,[6+6],50043,83,[6+6],50033,83,[6+6],50015,83,[6+6],50027,217,[2+3],50018,217,[2+3],50017,216,[2+3],50050,0,[2+3],50005,325,[2+3],,,,,,,,,,,,,,,,,,
54114,[4+4],0,1,,[7+50+50],[1+12000+14000],,,,,,100001,1750,[14+15],100005,1750,[10+10],100004,1000,[7+7],100006,600,[4+5],100007,300,[3+3],120013,700,[26+26],120001,650,[13+14],120005,650,[13+14],50003,160,[20+20],50023,160,[20+20],50022,160,[20+20],50025,160,[20+20],50030,160,[20+20],50048,0,[14+15],50036,84,[14+15],50024,83,[14+15],50043,83,[14+15],50033,83,[14+15],50015,83,[14+15],50027,217,[4+5],50018,217,[4+5],50017,216,[4+5],50050,0,[4+5],50005,325,[4+5],,,,,,,,,,,,,,,,,,
54201,[2+2],0,1,,[7+10+10],[1+1200+1400],,,,,,100003,500,[5+5],100002,1500,[3+3],100001,4000,[1+2],120013,700,[4+5],120001,650,[2+2],120005,650,[2+2],50029,400,[1+2],50031,400,[1+2],50001,400,[1+2],50002,400,[1+2],50052,0,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54202,[3+3],0,1,,[7+25+25],[1+2350+2850],,,,,,100003,500,[7+7],100002,1300,[6+6],100001,2200,[3+4],100005,1000,[1+2],100004,300,[1+2],120013,700,[5+6],120001,650,[3+3],120005,650,[3+3],50029,220,[2+3],50031,220,[2+3],50001,220,[2+3],50002,220,[2+3],50052,0,[2+3],50016,150,[1+1],50032,150,[1+1],50035,150,[1+1],50008,150,[1+1],50009,150,[1+1],50051,0,[1+1],50044,234,[1+1],50006,233,[1+1],50004,233,[1+1],,,,,,,,,,,,,,,,,,,,,,,,
54203,[3+3],0,1,,[7+50+50],[1+3400+4400],,,,,,100002,750,[9+10],100001,1750,[5+5],100005,1600,[3+4],100004,800,[2+2],100006,500,[1+2],120013,700,[14+15],120001,650,[7+7],120005,650,[7+7],50029,160,[8+9],50031,160,[8+9],50001,160,[8+9],50002,160,[8+9],50052,0,[8+9],50016,84,[6+6],50032,84,[6+6],50035,83,[6+6],50008,83,[6+6],50009,83,[6+6],50051,0,[6+6],50044,217,[2+3],50006,217,[2+3],50004,216,[2+3],50039,325,[2+3],50026,325,[2+3],,,,,,,,,,,,,,,,,,
54204,[4+4],0,1,,[7+50+50],[1+12000+14000],,,,,,100001,1000,[14+15],100005,1700,[10+10],100004,1450,[7+7],100006,800,[6+6],100007,450,[3+3],120013,700,[26+26],120001,650,[13+14],120005,650,[13+14],50029,100,[20+20],50031,100,[20+20],50001,100,[20+20],50002,100,[20+20],50052,0,[20+20],50016,50,[14+15],50032,50,[14+15],50035,50,[14+15],50008,50,[14+15],50009,50,[14+15],50051,0,[14+15],50044,300,[4+5],50006,300,[4+5],50004,300,[4+5],50039,450,[4+5],50026,450,[4+5],,,,,,,,,,,,,,,,,,
54211,[2+2],0,1,,[7+10+10],[1+1200+1400],,,,,,100003,500,[5+5],100002,1500,[3+3],100001,4000,[1+2],120013,700,[4+5],120001,650,[2+2],120005,650,[2+2],50003,400,[1+2],50023,400,[1+2],50022,400,[1+2],50025,400,[1+2],50030,400,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54212,[3+3],0,1,,[7+25+25],[1+2350+2850],,,,,,100003,500,[7+7],100002,1300,[6+6],100001,2200,[3+4],100005,1000,[1+2],100004,300,[1+2],120013,700,[5+6],120001,650,[3+3],120005,650,[3+3],50003,220,[2+3],50023,220,[2+3],50022,220,[2+3],50025,220,[2+3],50030,220,[2+3],50048,0,[1+1],50036,150,[1+1],50024,150,[1+1],50043,150,[1+1],50033,150,[1+1],50015,150,[1+1],50027,234,[1+1],50018,233,[1+1],50017,233,[1+1],,,,,,,,,,,,,,,,,,,,,,,,
54213,[3+3],0,1,,[7+50+50],[1+3400+4400],,,,,,100002,750,[9+10],100001,1750,[5+5],100005,1600,[3+4],100004,800,[2+2],100006,500,[1+2],120013,700,[14+15],120001,650,[7+7],120005,650,[7+7],50003,160,[8+9],50023,160,[8+9],50022,160,[8+9],50025,160,[8+9],50030,160,[8+9],50048,0,[6+6],50036,84,[6+6],50024,83,[6+6],50043,83,[6+6],50033,83,[6+6],50015,83,[6+6],50027,217,[2+3],50018,217,[2+3],50017,216,[2+3],50050,0,[2+3],50005,325,[2+3],,,,,,,,,,,,,,,,,,
54214,[4+4],0,1,,[7+50+50],[1+12000+14000],,,,,,100001,1000,[14+15],100005,1700,[10+10],100004,1450,[7+7],100006,800,[6+6],100007,450,[3+3],120013,700,[26+26],120001,650,[13+14],120005,650,[13+14],50003,160,[20+20],50023,160,[20+20],50022,160,[20+20],50025,160,[20+20],50030,160,[20+20],50048,0,[14+15],50036,84,[14+15],50024,83,[14+15],50043,83,[14+15],50033,83,[14+15],50015,83,[14+15],50027,217,[4+5],50018,217,[4+5],50017,216,[4+5],50050,0,[4+5],50005,325,[4+5],,,,,,,,,,,,,,,,,,
54301,[2+2],0,1,,[7+10+10],[1+1200+1400],,,,,,100003,500,[5+5],100002,1500,[3+3],100001,4000,[1+2],120013,700,[4+5],120001,650,[2+2],120005,650,[2+2],50029,400,[1+2],50031,400,[1+2],50001,400,[1+2],50002,400,[1+2],50052,0,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54302,[3+3],0,1,,[7+25+25],[1+2350+2850],,,,,,100003,250,[7+7],100002,750,[6+6],100001,1800,[3+4],100005,1900,[2+2],100004,600,[1+2],120013,700,[5+6],120001,650,[3+3],120005,650,[3+3],50029,220,[2+3],50031,220,[2+3],50001,220,[2+3],50002,220,[2+3],50052,0,[2+3],50016,150,[1+1],50032,150,[1+1],50035,150,[1+1],50008,150,[1+1],50009,150,[1+1],50051,0,[1+1],50044,234,[1+1],50006,233,[1+1],50004,233,[1+1],,,,,,,,,,,,,,,,,,,,,,,,
54303,[3+3],0,1,,[7+50+50],[1+3400+4400],,,,,,100002,300,[9+10],100001,1000,[5+5],100005,2200,[3+4],100004,1200,[2+2],100006,700,[1+2],120013,700,[14+15],120001,650,[7+7],120005,650,[7+7],50029,160,[8+9],50031,160,[8+9],50001,160,[8+9],50002,160,[8+9],50052,0,[8+9],50016,84,[6+6],50032,84,[6+6],50035,83,[6+6],50008,83,[6+6],50009,83,[6+6],50051,0,[6+6],50044,217,[2+3],50006,217,[2+3],50004,216,[2+3],50039,325,[2+3],50026,325,[2+3],,,,,,,,,,,,,,,,,,
54304,[4+4],0,1,,[7+50+50],[1+12000+14000],,,,,,100001,500,[14+15],100005,1200,[10+10],100004,2000,[7+7],100006,1100,[6+6],100007,600,[3+4],120013,700,[26+26],120001,650,[13+14],120005,650,[13+14],50029,100,[20+20],50031,100,[20+20],50001,100,[20+20],50002,100,[20+20],50052,0,[20+20],50016,50,[14+15],50032,50,[14+15],50035,50,[14+15],50008,50,[14+15],50009,50,[14+15],50051,0,[14+15],50044,300,[4+5],50006,300,[4+5],50004,300,[4+5],50039,450,[4+5],50026,450,[4+5],,,,,,,,,,,,,,,,,,
54311,[2+2],0,1,,[7+10+10],[1+1200+1400],,,,,,100003,500,[5+5],100002,1500,[3+3],100001,4000,[1+2],120013,700,[4+5],120001,650,[2+2],120005,650,[2+2],50003,400,[1+2],50023,400,[1+2],50022,400,[1+2],50025,400,[1+2],50030,400,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54312,[3+3],0,1,,[7+25+25],[1+2350+2850],,,,,,100003,250,[7+7],100002,750,[6+6],100001,1800,[3+4],100005,1900,[2+2],100004,600,[1+2],120013,700,[5+6],120001,650,[3+3],120005,650,[3+3],50003,220,[2+3],50023,220,[2+3],50022,220,[2+3],50025,220,[2+3],50030,220,[2+3],50048,0,[1+1],50036,150,[1+1],50024,150,[1+1],50043,150,[1+1],50033,150,[1+1],50015,150,[1+1],50027,234,[1+1],50018,233,[1+1],50017,233,[1+1],,,,,,,,,,,,,,,,,,,,,,,,
54313,[3+3],0,1,,[7+50+50],[1+3400+4400],,,,,,100002,300,[9+10],100001,1000,[5+5],100005,2200,[3+4],100004,1200,[2+2],100006,700,[1+2],120013,700,[14+15],120001,650,[7+7],120005,650,[7+7],50003,160,[8+9],50023,160,[8+9],50022,160,[8+9],50025,160,[8+9],50030,160,[8+9],50048,0,[6+6],50036,84,[6+6],50024,83,[6+6],50043,83,[6+6],50033,83,[6+6],50015,83,[6+6],50027,217,[2+3],50018,217,[2+3],50017,216,[2+3],50050,0,[2+3],50005,325,[2+3],,,,,,,,,,,,,,,,,,
54314,[4+4],0,1,,[7+50+50],[1+12000+14000],,,,,,100001,500,[14+15],100005,1200,[10+10],100004,2000,[7+7],100006,1100,[6+6],100007,600,[3+4],120013,700,[26+26],120001,650,[13+14],120005,650,[13+14],50003,160,[20+20],50023,160,[20+20],50022,160,[20+20],50025,160,[20+20],50030,160,[20+20],50048,0,[14+15],50036,84,[14+15],50024,83,[14+15],50043,83,[14+15],50033,83,[14+15],50015,83,[14+15],50027,217,[4+5],50018,217,[4+5],50017,216,[4+5],50050,0,[4+5],50005,325,[4+5],,,,,,,,,,,,,,,,,,
55001,[2+2],0,1,,[7+10+10],[1+1300+1500],,,,,,100003,3000,[5+6],100002,2000,[3+3],100001,1000,[1+2],120013,700,[5+5],120001,650,[2+3],120005,650,[2+3],50029,400,[1+2],50031,400,[1+2],50001,400,[1+2],50002,400,[1+2],50052,0,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55002,[3+3],0,1,,[7+25+25],[1+2550+3050],,,,,,100003,2200,[8+8],100002,2000,[6+7],100001,700,[4+4],100005,350,[1+2],100004,50,[1+2],120013,700,[6+6],120001,650,[3+3],120005,650,[3+3],50029,220,[3+3],50031,220,[3+3],50001,220,[3+3],50002,220,[3+3],50052,0,[3+3],50016,129,[1+2],50032,129,[1+2],50035,129,[1+2],50008,129,[1+2],50009,128,[1+2],50051,0,[1+2],50040,128,[1+2],50044,175,[1+2],50006,175,[1+2],50004,175,[1+2],50042,175,[1+2],,,,,,,,,,,,,,,,,,
55003,[3+3],0,1,,[7+50+50],[1+3700+4700],,,,,,100002,2000,[10+11],100001,2000,[5+5],100005,800,[3+3],100004,400,[2+3],100006,200,[1+2],120013,700,[16+16],120001,650,[8+8],120005,650,[8+8],50029,160,[9+10],50031,160,[9+10],50001,160,[9+10],50002,160,[9+10],50052,0,[9+10],50016,72,[6+7],50032,72,[6+7],50035,72,[6+7],50008,71,[6+7],50009,71,[6+7],50051,0,[6+7],50040,71,[6+7],50044,163,[3+3],50006,163,[3+3],50004,162,[3+3],50042,162,[3+3],50039,217,[3+3],50026,217,[3+3],50034,216,[3+3],,,,,,,,,
55004,[4+4],0,1,,[7+50+50],[1+13000+15000],,,,,,100001,2500,[16+16],100005,1500,[9+10],100004,750,[6+7],100006,450,[5+5],100007,200,[3+3],120013,700,[29+29],120001,650,[15+15],120005,650,[15+15],50029,160,[22+22],50031,160,[22+22],50001,160,[22+22],50002,160,[22+22],50052,0,[22+22],50016,72,[16+16],50032,72,[16+16],50035,72,[16+16],50008,71,[16+16],50009,71,[16+16],50051,0,[16+16],50040,71,[16+16],50044,163,[5+5],50006,163,[5+5],50004,162,[5+5],50042,162,[5+5],50039,217,[5+5],50026,217,[5+5],50034,216,[5+5],,,,,,,,,
55011,[2+2],0,1,,[7+10+10],[1+1300+1500],,,,,,100003,3000,[5+6],100002,2000,[3+3],100001,1000,[1+2],120013,700,[5+5],120001,650,[2+3],120005,650,[2+3],50003,400,[1+2],50023,400,[1+2],50022,400,[1+2],50025,400,[1+2],50030,400,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55012,[3+3],0,1,,[7+25+25],[1+2550+3050],,,,,,100003,2200,[8+8],100002,2000,[6+7],100001,700,[3+4],100005,350,[1+2],100004,50,[1+2],120013,700,[6+6],120001,650,[3+3],120005,650,[3+3],50003,220,[3+3],50023,220,[3+3],50022,220,[3+3],50025,220,[3+3],50030,220,[3+3],50048,0,[1+2],50036,129,[1+2],50024,129,[1+2],50043,129,[1+2],50033,128,[1+2],50015,128,[1+2],50046,0,[1+2],50027,175,[1+2],50018,175,[1+2],50017,175,[1+2],50038,175,[1+2],,,,,,,,,,,,,,,,,,
55013,[3+3],0,1,,[7+50+50],[1+3700+4700],,,,,,100002,2000,[10+11],100001,2000,[5+5],100005,800,[3+3],100004,400,[2+3],100006,200,[1+2],120013,700,[16+16],120001,650,[8+8],120005,650,[8+8],50003,160,[9+10],50023,160,[9+10],50022,160,[9+10],50025,160,[9+10],50030,160,[9+10],50048,0,[6+7],50036,72,[6+7],50024,72,[6+7],50043,71,[6+7],50033,71,[6+7],50015,71,[6+7],50046,0,[6+7],50027,163,[3+3],50018,163,[3+3],50017,162,[3+3],50038,162,[3+3],50050,0,[3+3],50005,217,[3+3],50047,0,[3+3],,,,,,,,,
55014,[4+4],0,1,,[7+50+50],[1+13000+15000],,,,,,100001,2500,[16+16],100005,1500,[9+10],100004,750,[6+7],100006,450,[5+5],100007,200,[3+3],120013,700,[29+29],120001,650,[15+15],120005,650,[15+15],50003,160,[22+22],50023,160,[22+22],50022,160,[22+22],50025,160,[22+22],50030,160,[22+22],50048,0,[16+16],50036,72,[16+16],50024,72,[16+16],50043,71,[16+16],50033,71,[16+16],50015,71,[16+16],50046,0,[16+16],50027,163,[5+5],50018,163,[5+5],50017,162,[5+5],50038,162,[5+5],50050,0,[5+5],50005,217,[5+5],50047,0,[5+5],,,,,,,,,
